Identifier,Index,Title,Description,DimensionGroupId
H008662,139,Litouwen,"Onafhankelijk land van 1918-1940, viel na de Tweede Wereldoorlog tot 1991 onder de Sovjet-Unie en werd in 1991, na de opsplitsing van de Sovjet-Unie, opnieuw onafhankelijk. 
In de registers die het CBS gebruikt wordt dit land alleen tijdens de onafhankelijkheid (1918-1940 en sinds 1991) apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die tijdens de onafhankelijkheid zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die tijdens de onafhankelijkheid zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die die tijdens de onafhankelijkheid zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die tijdens de onafhankelijkheid zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008663,140,Luxemburg,,10
H008664,141,Macau,,9
H008665,142,Macedonië,"Nieuw land ontstaan uit de opsplitsing van Joegoslavië in 1991/'92 en opgehouden te bestaan na de naamswijziging naar Republiek Noord-Macedonië per 12 februari 2019. 
In de registers die het CBS gebruikt wordt dit land alleen sinds deze opsplitsing en tot de naamswijziging apart onderscheiden. Daarom werden tot 2019 alleen personen die in die periode zijn geboren tot deze migratieachtergrond gerekend. Vanaf 2019 worden zij tot de Republiek Noord-Macedonië gerekend.",10
H008666,143,Madagaskar,,7
H008667,144,Malawi,"Malawi, Brits-Afrika, Nyasaland.",7
H008668,145,Maldiven,,9
H008669,146,Maleisië,"Maleisië, Brits-Borneo, Brits Noord-Borneo, Brits Westborneo, Johore, Kedah, Kelantan, Labuan, Malakka, Negri Sembilan, Pahang, Perak, Perlis, Sabah, Sarawak, Selangor, Straits Settlements, Trengganu.",9
H008670,147,Mali,,7
H008671,148,Malta,,10
H008672,149,Man,,10
H008673,150,Marokko,"Marokko, Ifni, Spaanse Sahara, Westelijke Sahara.",7
H008675,151,Marshall-eilanden,,11
H008676,152,Martinique,,8
H008677,153,Mauritanië,,7
H008678,154,Mauritius,,7
H008679,155,Mayotte,,7
H008680,156,Mexico,,8
H008681,157,Micronesië,"Pacific-eilanden, Micronesia.",11
H008682,158,Moldavië,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008683,159,Monaco,,10
H008684,160,Mongolië,,9
H008685,161,Montenegro,"Nieuw land ontstaan uit de opsplitsing van Servië en Montenegro in 2006. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008686,162,Montserrat,"Montserrat, Leeuwardeilanden.",8
H008687,163,Mozambique,"Mozambique, Portugees Oost-Afrika.",7
H008688,164,Myanmar,"Myanmar, Burma.",9
H008689,165,Namibië,"Namibië, Duits Zuidwest-Afrika, Zuidwest Afrika.",7
H008690,166,Nauru,,11
H007128,167,Nederlandse Antillen (oud),"Betreft de Nederlandse Antillen van vóór 10 oktober 2010. 
Het gaat om de eilanden Bonaire, Curaçao, Saba, Sint Eustatius en Sint Maarten. Vanaf 10 oktober 2010 zijn de Nederlandse Antillen ontbonden. Het Koninkrijk der Nederlanden bestaat dan uit vier landen: Nederland, Aruba, Curaçao en Sint Maarten. Alle eilanden hebben een nieuwe status. 
Curaçao en Sint Maarten zijn nieuwe landen binnen het Koninkrijk. Met een 'Status aparte' binnen het Koninkrijk zijn Curaçao en Sint Maarten autonome landen. De landen hebben een zelfstandig bestuur en zijn niet meer afhankelijk van Nederland. De openbare lichamen Bonaire, Sint Eustatius en Saba, ook wel Caribisch Nederland, hebben een diepere band met Nederland en functioneren als bijzondere gemeente van Nederland. Op 1 januari 1986 werd Aruba afgescheiden van de Nederlandse Antillen. Sinds die datum is Aruba een autonoom land binnen het Koninkrijk der Nederlanden.
Is eveneens geteld in het aantal van '(voormalige) Nederlandse Antillen en Aruba'.
In de registers die het CBS gebruikt kwam dit land alleen tot de ontbinding als actueel land voor. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die voor de ontbinding zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de ontbinding zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het eiland waarop hun geboorteplaats ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die voor de ontbinding zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de ontbinding zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het eiland waarop hun geboorteplaats ligt.",8
H007119,168,"(voormalige) Nederlandse Antillen, Aruba","Betreft een samentelling van de eilanden die tot het grondgebied van de Nederlandse Antillen en Aruba van vóór 10 oktober 2010 behoorden. Het gaat om de eilanden Bonaire, Curaçao, Saba, Sint-Eustatius, Sint-Maarten en Aruba. 
 
Vanaf 10 oktober 2010 zijn de Nederlandse Antillen ontbonden. Het Koninkrijk der Nederlanden bestaat dan uit vier landen: Nederland, Aruba, Curaçao en Sint Maarten. Alle eilanden hebben een nieuwe status. 
Curaçao en Sint Maarten zijn nieuwe landen binnen het Koninkrijk. Met een 'Status aparte' binnen het Koninkrijk zijn Curaçao en Sint Maarten autonome landen. De landen hebben een zelfstandig bestuur en zijn niet meer afhankelijk van Nederland. De openbare lichamen Bonaire, Sint Eustatius en Saba, ook wel Caribisch Nederland, hebben een diepere band met Nederland en functioneren als bijzondere gemeente van Nederland. 
 
Op 1 januari 1986 werd Aruba afgescheiden van de Nederlandse Antillen. Sinds die datum is Aruba een nieuw land binnen het Koninkrijk der Nederlanden. Met een 'Status aparte' binnen het Koninkrijk is Aruba een autonoom land. Aruba heeft een zelfstandig bestuur en is niet meer afhankelijk van Nederland.",5
H008694,169,Nepal,,9
H008695,170,Nicaragua,,8
H008696,171,Nieuw-Caledonië,,11
H008697,172,Nieuw-Zeeland,,11
H008698,173,Niger,,7
H008699,174,Nigeria,,7
H008700,175,Niue,,11
H008702,176,Noordelijke Marianen,,11
H008703,177,Noord-Korea,,9
H008704,178,Noorwegen,"Noorwegen, Spitsbergen, de Svalbardeilanden.",10
H008705,179,Norfolk,,11
H008706,180,Oekraïne,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008707,181,Oezbekistan,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008708,182,Oman,"Oman, Muscat en Oman.",9
H008709,183,Oostenrijk,"Oostenrijk, Oostenrijk-Hongarije.",10
H008710,184,Pakistan,,9
H008711,185,Palau,"Republiek van Palau, Belau.",11
H008713,186,Panama,"Panama, Panama Kanaalzone.",8
H008714,187,Papoea-Nieuw-Guinea,"Papoea-Nieuw-Guinea, Australisch Nieuw-Guinea, Australische Salomonseilanden, Keizer Wilhelmsland.",11
H008715,188,Paraguay,,8
H008716,189,Peru,,8
H008717,190,Pitcairneilanden,,11
H008718,191,Polen,Polen en Dantzig.,10
H008719,192,Portugal,"Portugal, Azoren, Madeira-eilanden.",10
H008720,193,Puerto Rico,,8
H008825,194,Republiek Noord-Macedonië,"Nieuw land ontstaan na de naamswijziging van Macedonië per 12 februari 2019. Macedonië ontstond na de opsplitsing van Joegoslavië in 1991/'92. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze naamswijziging apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de naamswijziging zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de naamswijziging zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Macedonië en het voormalige Joegoslavië tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na naamswijziging zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de naamswijziging zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Macedonië en het voormalige Joegoslavië tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008722,195,Réunion,,7
H008723,196,Roemenië,,10
H008724,197,Rusland,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. Niet te verwarren met het oude Rusland dat een ander grondgebied bestrijkt. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008725,198,Rusland (oud),"Tot november 1917 de benaming van het grondgebied van de voormalige Sovjet-Unie. 
In de registers die het CBS gebruikt wordt dit land alleen tot 1917 apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die voor de naamswijziging zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de naamswijziging zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die voor de naamswijziging zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die voor de naamswijziging zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.",10
H008726,199,Rwanda,,7
H008727,200,Saint Kitts en Nevis,"Saint Kitts-Nevis, Saint Kitts-Nevis-Anguilla.",8
H008728,201,Saint Pierre en Miquelon,,8
H008729,202,Sint Vincent en de Grenadines,"Sint Vincent en de Grenadines, Sint Vincent.",8
H008730,203,Salomonseilanden,"Salomoneilanden, Britse Salomonseilanden.",11
H008731,204,Samoa,"West-Samoa, Samoa.",11
H008732,205,San Marino,,10
H008733,206,Sao Tomé en Principe,,7
H008734,207,Saoedi-Arabië,,9
H008735,208,Senegal,"Senegal, Frans West-Afrika.",7
H008736,209,Servië,"Nieuw land ontstaan uit de opsplitsing van Servië en Montenegro in 2006. 
In 2008 heeft Kosovo zich afgesplitst van Servië. 
In de registers die het CBS gebruikt wordt dit land pas sinds de opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië, de Federale Republiek Joegoslavië en Servië en Montenegro tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008737,210,Servië en Montenegro,"Nieuw land ontstaan door naamswijziging in 2003 (oude naam: Federale Republiek Joegoslavië) en opgehouden te bestaan na opsplitsing in 'Servië' respectievelijk 'Montenegro' in 2006. 
De cijfers zijn inclusief Federale Republiek Joegoslavië. 
 In de registers die het CBS gebruikt wordt dit land pas sinds deze naamswijziging en tot de opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond waarin hun geboorteplaats volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de naamswijziging en tot de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond waarin hun geboorteplaats volgens de huidige landgrenzen ligt.",10
H008738,211,Seychellen,"Seychellen, Seychellen en Amiranten.",7
H008739,212,Sierra Leone,,7
H008740,213,Singapore,,9
H008741,214,Sint-Helena,"Ascension, Sint-Helena, Tristan Da Cunha.",7
H008742,215,Sint Lucia,,8
H008743,216,Sint Maarten (Nederlands deel),"Nieuw land ontstaan na de ontbinding van de Nederlandse Antillen per 10 oktober 2010. Sinds die datum is Sint Maarten een nieuw land binnen het Koninkrijk der Nederlanden. Met een 'Status aparte' binnen het Koninkrijk is Sint Maarten een autonoom land. Sint Maarten heeft een zelfstandig bestuur en is niet meer afhankelijk van Nederland. In de registers die het CBS gebruikt wordt Curaçao pas sinds de ontbinding apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de ontbinding zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de ontbinding zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Nederlandse Antillen tot deze migratieachtergrond gerekend als hun geboorteplaats op d1t eiland ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de ontbinding zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de ontbinding zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Nederlandse Antillen tot deze migratieachtergrond gerekend als hun geboorteplaats op d1t eiland ligt.",8
H008744,217,Slovenië,"Nieuw land ontstaan uit de opsplitsing van Joegoslavië in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Joegoslavië tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008745,218,Slowakije,"Nieuw land ontstaan uit de opsplitsing van Tsjecho-Slowakije in 1993. 
 In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008746,219,Soedan,Per 9 juli 2011 heeft Zuid-Soedan zich afgesplitst van Soedan.,7
H008747,220,Somalië,"Somalië, Brits-Somaliland, Italiaans-Somaliland.",7
H007186,221,Sovjet-Unie (oud),"Betreft de Sovjet-Unie van vóór de opsplitsing in 1991. 
In de registers die het CBS gebruikt kwam dit land alleen tot de opsplitsing als actueel land voor. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die voor de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot migratieachtergrond gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die voor de opsplitsing zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.",10
H007172,222,(voormalige) Sovjet-Unie,"Betreft een samentelling van de landen die tot het grondgebied van de Sovjet-Unie van vóór 1991 behoorden. 
 
In november 1917 is de naam van Rusland (oud) veranderd in Sovjet-Unie. 
In 1991 is de Sovjet-Unie opgesplitst in de landen Armenië, Azerbeidzjan, Estland, Georgië, Kazachstan, Kirgizië, Letland, Litouwen, Moldavië, Oekraïne, Oezbekistan, Rusland, Tadzjikistan, Turkmenistan en Wit-Rusland.",5
H008749,223,Spanje,"Spanje, Canarische eilanden, Spaans Noord-Afrika.",10
H008750,224,Sri Lanka,"Sri Lanka, Ceylon.",9
H008751,225,Suriname,,8
H008752,226,Swaziland,Opgehouden te bestaan na de naamswijziging naar Eswatini per 19 april 2018.,7
H008753,227,Syrië,,9
H008754,228,Tadzjikistan,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008755,229,Taiwan,,9
H008756,230,Tanzania,"Tanzania, Tanganyika, Zanzibar.",7
H008757,231,Thailand,"Thailand, Siam.",9
H008758,232,Timor Leste,"Timor Leste, Portugees-Timor. 
Timor Leste is per 20 mei 2002 als zelfstandig land ontstaan uit Portugees-Timor.",9
H008759,233,Togo,,7
H008760,234,Tokelau,,11
H008761,235,Tonga,,11
H008762,236,Trinidad en Tobago,,8
H008763,237,Tsjaad,"Tsjaad, Frans Equatoriaal-Afrika.",7
H008764,238,Tsjechië,"Nieuw land ontstaan uit de opsplitsing van Tsjecho-Slowakije in 1993. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden ook personen geboren in het voormalige Tsjecho-Slowakije tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H007207,239,Tsjecho-Slowakije (oud),"Betreft het Tsjecho-Slowakije van vóór de opsplitsing in 1993. 
In de registers die het CBS gebruikt kwam dit land alleen tot de opsplitsing als actueel land voor. 
Voor bevolkingscijfers geldt:
Tot en met 2020: alleen personen die voor de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot migratieachtergrond gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die voor de opsplitsing zijn geboren worden tot dit geboorteland gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die voor de opsplitsing zijn geboren tot dit geboorteland gerekend. In de definitieve cijfers worden deze personen gerekend tot de migratieachtergrond die correspondeert met het land waar hun geboorteplaats volgens de huidige landgrenzen ligt.",10
H007204,240,(voormalig) Tsjecho-Slowakije,"Betreft een samentelling van de landen die tot het grondgebied van Tsjecho-Slowakije van vóór 1993 behoorden. 
 
In 1993 is Tsjecho-Slowakije opgesplitst in de landenTsjechië en Slowakije.",5
H008765,241,Tunesië,,7
H008766,242,Turkije,,10
H008767,243,Turkmenistan,"Nieuw land ontstaan uit de opsplitsing van de Sovjet-Unie in 1991. 
In de registers die het CBS gebruikt wordt dit land pas sinds deze opsplitsing apart onderscheiden.
Voor bevolkingscijfers geldt: 
Tot en met 2020: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2021: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.
Voor bevolkingsontwikkeling geldt:
Tot en met 2019: alleen personen die na de opsplitsing zijn geboren worden tot deze migratieachtergrond gerekend.
Vanaf 2020: in de voorlopige cijfers worden alleen personen die na de opsplitsing zijn geboren tot deze migratieachtergrond gerekend. In de definitieve cijfers worden ook personen geboren in de voormalige Sovjet-Unie tot deze migratieachtergrond gerekend als hun geboorteplaats daar volgens de huidige landgrenzen ligt.",10
H008768,244,Turks- en Caicoseilanden,"Turks- en Caicoseilanden, Caicoseilanden, Turkseilanden.",8
H008769,245,Tuvalu,,11
H008770,246,Uganda,,7
H008771,247,Uruguay,,8
